Tests/DeleteUser/delete1/, false
Tests/DeleteUser/delete2/, false
Tests/DeleteUser/delete3/, false
Tests/DeleteUser/delete4/, false
Tests/DeleteUser/delete5/, false
Tests/Login/login1/, false
Tests/Login/login2/, false
Tests/Login/login3/, false
Tests/Login/login4/, false
Tests/Logout/logout1/, false
Tests/Logout/logout2/, false
Tests/Refund/refund1/, false
Tests/Refund/refund2/, false
Tests/Refund/refund3/, false
Tests/Refund/refund4/, false
Tests/Refund/refund5/, false
TEST NAME, SUCCESS?
Tests/AddCredit/addCredit1/, false
Tests/AddCredit/addCredit2/, false
Tests/AddCredit/addCredit3/, false
Tests/AddCredit/addCredit4/, false
Tests/AddCredit/addCredit5/, false
Tests/Advertise/advert1/, false
Tests/Advertise/advert2/, false
Tests/Advertise/advert3/, false
Tests/Advertise/advert4/, false
Tests/Advertise/advert5/, false
Tests/Bid/bid1/, false
Tests/Bid/bid2/, false
Tests/Bid/bid3/, false
Tests/Bid/bid4/, false
Tests/Bid/bid5/, false
Tests/Bid/bid6/, false
Tests/Bid/bid7/, false
Tests/CreateNewUser/newUser1/, false
Tests/CreateNewUser/newUser2/, false
Tests/CreateNewUser/newUser3/, false
Tests/CreateNewUser/newUser4/, false
Tests/CreateNewUser/newUser5/, false
Tests/DeleteUser/delete1/, false
Tests/DeleteUser/delete2/, false
Tests/DeleteUser/delete3/, false
Tests/DeleteUser/delete4/, false
Tests/DeleteUser/delete5/, false
Tests/Login/login1/, false
Tests/Login/login2/, false
Tests/Login/login3/, false
Tests/Login/login4/, false
Tests/Logout/logout1/, false
Tests/Logout/logout2/, false
Tests/Refund/refund1/, false
Tests/Refund/refund2/, false
Tests/Refund/refund3/, false
Tests/Refund/refund4/, false
Tests/Refund/refund5/, false
TEST NAME, SUCCESS?
Tests/AddCredit/addCredit1/, false
Tests/AddCredit/addCredit2/, false
Tests/AddCredit/addCredit3/, false
Tests/AddCredit/addCredit4/, false
Tests/AddCredit/addCredit5/, false
Tests/Advertise/advert1/, false
Tests/Advertise/advert2/, false
Tests/Advertise/advert3/, false
Tests/Advertise/advert4/, false
Tests/Advertise/advert5/, false
Tests/Bid/bid1/, false
Tests/Bid/bid2/, false
Tests/Bid/bid3/, false
Tests/Bid/bid4/, false
Tests/Bid/bid5/, false
Tests/Bid/bid6/, false
Tests/Bid/bid7/, false
Tests/CreateNewUser/newUser1/, false
Tests/CreateNewUser/newUser2/, false
Tests/CreateNewUser/newUser3/, false
Tests/CreateNewUser/newUser4/, false
Tests/CreateNewUser/newUser5/, false
Tests/DeleteUser/delete1/, false
Tests/DeleteUser/delete2/, false
Tests/DeleteUser/delete3/, false
Tests/DeleteUser/delete4/, false
Tests/DeleteUser/delete5/, false
Tests/Login/login1/, true
Tests/Login/login2/, false
Tests/Login/login3/, false
Tests/Login/login4/, false
Tests/Logout/logout1/, true
Tests/Logout/logout2/, false
Tests/Refund/refund1/, false
Tests/Refund/refund2/, true
Tests/Refund/refund3/, false
Tests/Refund/refund4/, false
Tests/Refund/refund5/, false
TEST NAME, SUCCESS?
Tests/CreateNewUser/newUser1/, true
Tests/CreateNewUser/newUser2/, true
Tests/CreateNewUser/newUser3/, true
Tests/CreateNewUser/newUser4/, true
Tests/CreateNewUser/NewUser5/, true
TEST NAME, SUCCESS?
Tests/AddCredit/addCredit1/, true
Tests/AddCredit/addCredit2/, true
Tests/AddCredit/addCredit3/, true
Tests/AddCredit/addCredit4/, true
Tests/AddCredit/addCredit5/, true
Tests/Advertise/advert1/, true
Tests/Advertise/advert2/, true
Tests/Advertise/advert3/, true
Tests/Advertise/advert4/, true
Tests/Advertise/advert5/, true
Tests/Bid/bid1/, true
Tests/Bid/bid2/, true
Tests/Bid/bid3/, true
Tests/Bid/bid4/, true
Tests/Bid/bid5/, true
Tests/Bid/bid6/, true
Tests/Bid/bid7/, true
Tests/CreateNewUser/newUser1/, true
Tests/CreateNewUser/newUser2/, true
Tests/CreateNewUser/newUser3/, true
Tests/CreateNewUser/newUser4/, true
Tests/CreateNewUser/NewUser5/, true
Tests/DeleteUser/delete1/, true
Tests/DeleteUser/delete2/, true
Tests/DeleteUser/delete3/, true
Tests/DeleteUser/delete4/, true
Tests/DeleteUser/delete5/, true
Tests/Login/login1/, true
Tests/Login/login2/, true
Tests/Login/login3/, true
Tests/Login/login4/, true
Tests/Logout/logout1/, true
Tests/Logout/logout2/, true
Tests/Refund/refund1/, true
Tests/Refund/refund2/, true
Tests/Refund/refund3/, true
Tests/Refund/refund4/, true
Tests/Refund/refund5/, true
